1,2,1,1,4,1
2,4,2,3,1,1
3,1,3,1,4,2
4,4,1,2,2,2
5,2,3,1,2,1
6,1,3,2,3,1
7,4,2,2,3,1
8,1,1,1,1,1
9,2,1,3,4,1
10,2,2,3,2,1
11,4,2,1,2,1
12,1,3,3,3,1
13,1,2,3,1,1
14,1,2,3,3,1
15,3,1,3,1,2
16,1,2,2,4,1
17,4,3,2,2,1
18,2,2,2,4,2
19,3,2,3,3,1
20,4,3,2,3,2
21,1,1,2,1,2
22,1,1,1,1,1
23,2,3,2,1,2
24,4,2,1,2,1
25,3,1,2,3,1
26,1,1,1,2,2
27,1,1,3,1,2
28,3,2,2,1,1
29,4,2,2,1,1
30,3,3,2,2,2
31,1,3,3,4,1
32,2,2,3,1,2
33,1,2,2,4,2
34,4,3,2,3,1
35,1,3,2,2,2
36,3,2,3,4,2
37,1,1,3,1,1
38,1,3,3,3,1
39,1,3,1,1,2
40,1,3,3,3,1
41,3,2,3,3,2
42,2,2,3,1,1
43,1,2,3,4,1
44,2,2,2,3,2
45,2,2,1,4,1
46,1,2,1,2,1
47,4,3,1,3,1
48,2,2,3,2,2
49,2,3,2,3,2
50,3,1,1,4,1
51,1,2,3,3,1
52,2,2,3,1,2
53,3,2,1,2,1
54,1,2,1,2,2
55,2,1,2,2,2
56,4,3,2,3,1
57,4,3,3,2,2
58,1,2,1,1,1
59,2,1,2,2,2
60,3,2,1,1,1
61,3,2,2,4,2
62,4,2,1,1,2
63,4,2,1,2,1
64,2,2,2,2,2
65,3,3,2,4,1
66,3,1,3,3,1
67,2,1,3,4,1
68,4,3,1,3,1
69,4,1,2,2,1
70,4,1,3,2,1
71,1,3,2,1,1
72,3,1,3,1,2
73,2,3,1,2,1
74,3,3,2,2,2
75,3,3,2,4,1
76,3,1,1,3,1
77,2,2,3,2,2
78,2,3,3,2,2
79,3,2,3,2,1
80,1,3,2,2,2
81,3,2,2,3,2
82,4,1,1,1,1
83,2,2,2,4,2
84,4,3,3,1,1
85,3,1,2,3,2
86,2,2,3,3,2
87,2,1,2,2,1
88,4,1,2,3,1
89,3,2,3,3,1
90,1,1,2,2,1
91,4,2,3,2,2
92,2,3,3,2,1
93,4,3,1,3,1
94,4,3,1,4,2
95,3,3,2,1,1
96,2,3,3,4,1
97,3,1,1,1,2
98,2,1,2,1,1
99,4,2,3,3,2
100,4,3,3,1,2
101,3,3,2,2,2
102,1,2,3,3,2
103,3,2,1,3,1
104,3,2,3,4,2
105,4,2,3,3,1
106,1,3,2,4,1
107,3,2,1,3,1
108,1,2,1,1,1
109,1,1,1,3,1
110,3,3,2,3,1
111,1,2,3,4,1
112,1,2,2,2,1
113,4,1,1,1,1
114,3,2,1,4,2
115,3,1,3,4,2
116,4,3,2,1,1
117,1,1,3,2,1
118,2,2,2,1,2
119,3,3,2,2,1
120,1,2,1,4,1
121,4,2,3,4,1
122,2,2,3,4,1
123,1,2,1,3,1
124,1,1,3,3,1
125,4,1,3,3,2
126,1,2,1,1,1
127,4,1,1,1,1
128,1,3,1,1,1
129,2,1,3,2,1
130,1,1,1,3,2
131,3,1,1,4,2
132,3,1,3,2,1
133,3,1,1,3,2
134,3,3,3,4,1
135,3,2,2,1,2
136,2,2,3,1,1
137,3,2,3,4,2
138,1,1,1,4,2
139,3,1,3,1,1
140,3,1,2,3,2
141,3,1,3,4,2
142,1,2,2,3,2
143,4,2,1,1,2
144,1,2,2,1,2
145,2,1,3,1,1
146,1,2,1,2,1
147,1,3,1,3,2
148,2,3,3,2,2
149,1,3,1,2,2
150,2,3,2,2,1
151,3,2,2,3,1
152,2,3,3,1,1
153,1,1,2,3,2
154,3,1,2,1,1
155,1,1,1,1,1
156,2,1,1,4,2
157,3,1,1,1,2
158,3,2,1,1,2
159,4,1,1,2,1
160,3,2,3,2,2
161,1,2,1,4,2
162,2,3,1,3,2
163,3,2,1,2,1
164,2,2,3,2,1
165,1,1,1,2,2
166,4,3,2,1,2
167,4,3,3,1,2
168,2,1,1,4,1
169,1,2,3,3,2
170,1,3,2,3,1
171,4,3,1,3,1
172,3,2,2,1,1
173,1,3,2,4,1
174,4,3,2,2,1
175,4,1,1,4,2
176,3,2,2,2,2
177,2,3,3,4,2
178,3,3,2,1,2
179,3,2,3,1,2
180,3,2,1,1,1
181,1,3,2,4,2
182,3,1,3,2,2
183,1,2,1,3,1
184,1,3,2,3,1
185,3,1,3,4,2
186,4,2,2,3,2
187,2,1,2,1,2
188,4,1,2,1,2
189,4,1,3,1,2
190,4,2,3,4,2
191,1,1,1,1,1
192,3,3,2,2,2
193,4,3,3,4,1
194,3,1,1,3,2
195,2,2,3,3,2
196,3,2,1,3,2
197,2,3,2,4,1
198,2,1,1,2,2
199,4,3,1,4,2
200,4,1,2,3,2
201,1,1,3,2,2
202,1,1,3,4,2
203,1,1,1,2,1
204,4,1,1,3,2
205,2,1,2,1,2
206,4,2,1,2,1
207,3,2,3,4,1
208,4,1,2,4,2
209,3,2,2,4,1
210,3,2,3,2,2
211,4,1,2,4,2
212,2,2,2,4,1
213,2,3,3,2,2
214,3,3,1,2,2
215,2,1,3,3,2
216,3,1,2,2,1
217,3,3,1,3,1
218,4,1,2,2,2
219,3,2,3,2,1
220,4,1,3,1,2
221,3,3,2,3,2
222,1,1,3,3,1
223,2,1,1,2,1
224,1,2,1,4,1
225,4,2,1,2,2
226,4,2,3,4,1
227,2,1,1,3,2
228,4,2,1,4,2
229,2,2,3,3,2
230,2,2,2,2,2
231,3,2,1,1,1
232,2,3,3,3,1
233,1,2,1,4,2
234,2,3,3,3,2
235,4,2,3,3,1
236,2,2,2,2,2
237,4,3,2,3,2
238,4,3,1,3,1
239,2,3,3,4,1
240,4,2,3,4,2
241,2,2,1,4,2
242,4,2,2,1,2
243,2,1,3,4,2
244,2,3,2,1,1
245,2,3,1,4,2
246,2,2,3,4,2
247,3,1,2,3,2
248,3,1,3,2,1
249,1,3,1,1,1
250,2,2,2,2,1
251,3,2,3,3,1
252,4,1,1,1,1
253,2,1,1,3,1
254,1,2,3,4,2
255,4,2,2,2,1
256,2,1,3,1,1
257,4,2,2,4,2
258,4,1,1,4,2
259,3,2,3,3,1
260,2,2,3,3,2
261,3,2,2,3,1
262,3,3,2,4,2
263,2,2,2,4,2
264,2,3,3,4,2
265,1,2,2,2,1
266,1,3,1,4,1
267,3,2,1,3,1
268,3,2,1,1,1
269,1,2,3,3,2
270,4,1,3,1,2
271,1,2,1,4,2
272,4,3,2,2,1
273,3,2,3,1,2
274,3,1,3,3,1
275,4,2,2,4,2
276,3,3,2,1,2
277,4,2,1,2,1
278,2,3,2,2,1
279,1,1,1,2,1
280,2,2,1,2,2
281,1,3,1,2,1
282,1,1,1,1,1
283,1,1,2,4,2
284,1,2,2,3,1
285,1,2,1,1,2
286,2,3,3,1,2
287,3,2,2,1,2
288,1,2,3,4,1
289,2,2,3,4,2
290,2,3,2,4,1
291,3,3,1,2,1
292,2,2,2,1,2
293,2,1,1,1,2
294,4,3,3,1,1
295,1,1,1,3,2
296,3,2,1,3,2
297,4,2,3,3,1
298,3,2,1,1,1
299,3,2,3,2,1
300,3,1,3,4,1
301,1,3,3,4,1
302,2,2,3,3,2
303,3,2,2,1,1
304,4,1,2,4,1
305,1,2,3,2,1
306,1,2,2,1,1
307,1,2,1,3,2
308,1,2,2,1,1
309,3,1,3,4,2
310,3,1,3,1,2
311,3,2,1,1,1
312,4,3,3,3,1
313,3,3,2,4,1
314,2,2,1,3,2
315,3,3,3,4,1
316,2,3,1,1,1
317,3,3,3,2,1
318,4,3,2,2,1
319,4,2,3,1,2
320,2,3,1,2,1
321,4,3,1,2,1
322,3,2,1,1,1
323,4,2,1,1,2
324,2,2,3,2,2
325,3,3,1,3,2
326,1,2,2,2,1
327,4,3,1,4,1
328,4,3,2,3,1
329,4,2,1,3,2
330,1,2,3,1,2
331,4,2,1,2,2
332,4,3,3,3,1
333,4,2,1,2,2
334,3,3,3,4,2
335,4,1,1,2,2
336,3,3,2,2,2
337,3,1,3,1,1
338,2,2,2,1,1
339,1,1,1,4,1
340,2,1,3,2,2
341,3,2,3,4,1
342,4,3,2,2,2
343,4,3,2,3,2
344,3,2,1,1,1
345,1,2,1,4,2
346,1,1,1,2,1
347,1,3,2,4,1
348,2,1,1,1,2
349,1,3,3,4,1
350,1,1,2,4,1
351,2,2,3,1,2
352,3,2,3,2,1
353,3,2,1,4,2
354,4,1,1,1,2
355,1,2,3,3,1
356,1,2,3,1,1
357,4,1,3,4,1
358,1,3,3,3,2
359,1,3,2,2,1
360,4,2,3,4,1
361,4,2,3,3,2
362,1,2,2,4,2
363,4,2,2,4,1
364,4,2,1,3,1
365,1,2,1,2,1
366,2,2,2,1,1
367,1,1,3,1,2
368,3,3,3,2,1
369,3,1,3,4,2
370,2,3,1,2,1
371,3,3,3,4,1
372,3,1,3,3,2
373,4,3,2,1,2
374,1,1,1,1,2
375,3,2,2,4,2
376,4,3,2,3,1
377,3,3,3,1,2
378,1,2,3,4,1
379,3,3,1,1,1
380,2,1,3,1,2
381,1,3,1,3,2
382,2,1,1,2,1
383,1,3,3,4,1
384,4,1,2,4,1
385,4,3,3,3,2
386,2,1,1,3,2
387,2,2,3,3,2
388,1,3,3,1,1
389,2,2,3,1,2
390,4,2,2,3,2
391,3,3,2,2,2
392,3,3,1,3,2
